Cust_Branch,Cust_Phone,Cust_Name,ReceiptNo,ReceiptDate,Total_Package,Total_Weight,Total_Received_Amount,Deleted_Flag
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSR0MW6Y7KBP,2021-08-25 10:25:00.21445,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSR0MWMPX91Q,2021-08-25 10:25:00.21446,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSR6Q6E40ZDE,2021-08-25 10:25:00.21447,1,0.3,5600.0,N
KPO ITC Cempaka Mas,896155999982,PT GOLDMAN ASIA PLANTATION,RCMSR6QD91B8XN,2021-08-25 10:25:00.21448,1,0.3,110000.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSR6QD91EJ5V,2021-08-25 10:25:00.21449,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSR6QDP079ME,2021-08-25 10:25:00.21450,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSR6QDPK6E0N,2021-08-25 10:25:00.21451,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSR6QDPK6EGN,2021-08-25 10:25:00.21452,1,0.3,6400.0,N
KPO ITC Cempaka Mas,87781512714,M PURBA,RCMSR6QDZ76P3E,2021-08-25 10:25:00.21453,1,1.0,15200.0,N
KPO ITC Cempaka Mas,81288749515,ARIFIN,RCMSR6QDZM6GXN,2021-08-25 10:25:00.21454,1,1.0,7800.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSR6QDZYZ60V,2021-08-25 10:25:00.21455,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRE15G4D8KM,2021-08-25 10:25:00.21456,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRE1D8PXNY4,2021-08-25 10:25:00.21457,1,0.3,5600.0,N
KPO ITC Cempaka Mas,81288749515,ARIFIN,RCMSRGVQ4BP7ZM,2021-08-25 10:25:00.21458,1,1.0,7800.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRGVQ78B6NM,2021-08-25 10:25:00.21459,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRGVQ78BXKM,2021-08-25 10:25:00.21460,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRGVQMN1VP3,2021-08-25 10:25:00.21461,1,0.3,5600.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRGVQMN1VQ3,2021-08-25 10:25:00.21462,1,0.3,5600.0,N
KPO ITC Cempaka Mas,813153608017,PT GLOBAL INTERNASIONAL INDAH,RCMSRGVQXN3Y53,2021-08-25 10:25:00.21463,1,0.3,110000.0,N
KPO ITC Cempaka Mas,85591685512,CHARIEN,RCMSRKXM0EKW6X,2021-08-25 10:25:00.21464,1,1.0,6900.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRKXM0JDXVK,2021-08-25 10:25:00.21465,1,0.3,5600.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRKXM17VQ8K,2021-08-25 10:25:00.21466,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRKXM1KWZQ6,2021-08-25 10:25:00.21467,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRKXME6EVKX,2021-08-25 10:25:00.21468,1,0.3,6400.0,N
KPO ITC Cempaka Mas,87875875099,AIRNAWATI,RCMSRKXMEGKYXX,2021-08-25 10:25:00.21469,1,1.0,16200.0,N
KPO ITC Cempaka Mas,81288749515,ARIFIN,RCMSRKXMENVD8K,2021-08-25 10:25:00.21470,1,1.0,7800.0,N
KPO ITC Cempaka Mas,81288749515,ARIFIN,RCMSRKXMEW6B4K,2021-08-25 10:25:00.21471,1,2.0,15700.0,N
KPO ITC Cempaka Mas,87781512714,M PURBA,RCMSRKXMZZBP9K,2021-08-25 10:25:00.21472,1,1.0,7800.0,N
KPO ITC Cempaka Mas,218449909,PT. GOLDEN SPOON,RCMSRKXVN6594K,2021-08-25 10:25:00.21473,1,0.3,8000.0,N
KPO ITC Cempaka Mas,85813258354,STOCKIST NASA N. 436680,RCMSRKXVNWPWD6,2021-08-25 10:25:00.21474,1,1.0,6900.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRKXVQ4KEM6,2021-08-25 10:25:00.21475,1,0.3,5600.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRPM4ZYVX1G,2021-08-25 10:25:00.21476,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRVM8P6E3G1,2021-08-25 10:25:00.21477,1,0.3,5600.0,N
KPO ITC Cempaka Mas,81288749515,ARIFIN,RCMSRVMN347DJD,2021-08-25 10:25:00.21478,1,1.0,7800.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRVMN3GQV4D,2021-08-25 10:25:00.21479,1,0.3,6400.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRVMN7XZMND,2021-08-25 10:25:00.21480,1,0.3,5600.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRZ135NX137,2021-08-25 10:25:00.21481,1,0.3,5600.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRZ137QGBB7,2021-08-25 10:25:00.21482,1,0.3,6400.0,N
KPO ITC Cempaka Mas,87741162435,RACHMA,RCMSRZ13J4KZK7,2021-08-25 10:25:00.21483,1,1.0,7800.0,N
KPO ITC Cempaka Mas,214528459,PEGADAIAN CABANG KELAPA GADING,RCMSRZ13J4KZX7,2021-08-25 10:25:00.21484,1,0.3,6400.0,N
KPO Cipadu,2174863542,UPC BINTARO SEKTOR 9,RCPD2119E53ZXQ,2021-08-25 10:25:00.21485,1,0.3,5600.0,N
KPO Cipadu,81380806175,IBU DOMA,RCPD2119EQZW59,2021-08-25 10:25:00.21486,1,1.0,6900.0,N
KPO Cipadu,81997617016,YAYA COLLECTION,RCPD2119EXZGKQ,2021-08-25 10:25:00.21487,1,4.0,27400.0,N
KPO Cipadu,217359104,PEGADAIAN UPC KESEHATAN,RCPD211K030ZEQ,2021-08-25 10:25:00.21488,1,0.3,6400.0,N
KPO Cipadu,215388904,PEGADAIAN UPC GRIYA LOKA BSD,RCPD211K0NWWQ9,2021-08-25 10:25:00.21489,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD211K0V4EGQ,2021-08-25 10:25:00.21490,1,0.3,6400.0,N
KPO Cipadu,215374858,PEGADAIAN UPC NUSALOKA,RCPD211K0VNZ6M,2021-08-25 10:25:00.21491,1,0.3,6400.0,N
KPO Cipadu,217652391,PEGADAIAN UPC DAPUR SUSU,RCPD211K36Z6EQ,2021-08-25 10:25:00.21492,1,0.3,6400.0,N
KPO Cipadu,217548770,PEGADAIAN UPC LIMO,RCPD211K65V57M,2021-08-25 10:25:00.21493,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD211KBZNB1M,2021-08-25 10:25:00.21494,1,0.3,12800.0,N
KPO Cipadu,217292668,PEGADIAN UPC PENINGGARAN,RCPD211KDK7EWQ,2021-08-25 10:25:00.21495,1,0.3,6400.0,N
KPO Cipadu,217652391,PEGADAIAN UPC DAPUR SUSU,RCPD211KWM99N9,2021-08-25 10:25:00.21496,1,0.3,6400.0,N
KPO Cipadu,217548770,PEGADAIAN UPC LIMO,RCPD211KWMBDEQ,2021-08-25 10:25:00.21497,1,0.3,6400.0,N
KPO Cipadu,215388904,PEGADAIAN UPC GRIYA LOKA BSD,RCPD211KWMBDYQ,2021-08-25 10:25:00.21498,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD211KZY0Q6M,2021-08-25 10:25:00.21499,1,0.3,6400.0,N
KPO Cipadu,81282010973,TOKO BUSANA SAHIRA,RCPD2451ZBJEX0,2021-08-25 10:25:00.21500,1,1.0,6900.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD24564D4MQM,2021-08-25 10:25:00.21501,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD24564XVZGM,2021-08-25 10:25:00.21502,1,0.3,6400.0,N
KPO Cipadu,215388904,PEGADAIAN UPC GRIYA LOKA BSD,RCPD24569Q0Y3W,2021-08-25 10:25:00.21503,1,0.3,6400.0,N
KPO Cipadu,2174863542,UPC BINTARO SEKTOR 9,RCPD2456V3Z9NM,2021-08-25 10:25:00.21504,1,0.3,0.0,N
KPO Cipadu,217292668,PEGADIAN UPC PENINGGARAN,RCPD2456Y5WM40,2021-08-25 10:25:00.21505,1,0.3,6400.0,N
KPO Cipadu,217652391,PEGADAIAN UPC DAPUR SUSU,RCPD2456Y8116W,2021-08-25 10:25:00.21506,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD25QG0BKNZP,2021-08-25 10:25:00.21507,1,0.3,6400.0,N
KPO Cipadu,217652391,PEGADAIAN UPC DAPUR SUSU,RCPD25QG0X3B06,2021-08-25 10:25:00.21508,1,0.3,6400.0,N
KPO Cipadu,217359104,PEGADAIAN UPC KESEHATAN,RCPD25QG64WDK6,2021-08-25 10:25:00.21509,1,0.3,6400.0,N
KPO Cipadu,2518619985,PEGADAIAN UPC BOJONGSARI,RCPD25QG64X03P,2021-08-25 10:25:00.21510,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD25QGJV0EW6,2021-08-25 10:25:00.21511,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD25QGMJN58P,2021-08-25 10:25:00.21512,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD25QGPJ9E16,2021-08-25 10:25:00.21513,1,0.3,0.0,N
KPO Cipadu,2173440250,UPS PEGADAIAN PASAR INPRES,RCPD25QYN8EMB6,2021-08-25 10:25:00.21514,1,0.3,5600.0,N
KPO Cipadu,2518619985,PEGADAIAN UPC BOJONGSARI,RCPD2BZ689WVN8,2021-08-25 10:25:00.21515,1,0.3,6400.0,N
KPO Cipadu,217548770,PEGADAIAN UPC LIMO,RCPD2BZ689WVW8,2021-08-25 10:25:00.21516,1,0.3,6400.0,N
KPO Cipadu,217548770,PEGADAIAN UPC LIMO,RCPD2BZ68QEK48,2021-08-25 10:25:00.21517,1,0.3,6400.0,N
KPO Cipadu,217652391,PEGADAIAN UPC DAPUR SUSU,RCPD2BZ68QYY6M,2021-08-25 10:25:00.21518,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD2BZ68Z4MDJ,2021-08-25 10:25:00.21519,1,0.3,6400.0,N
KPO Cipadu,2518619985,PEGADAIAN UPC BOJONGSARI,RCPD2BZ6D54478,2021-08-25 10:25:00.21520,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD2BZ6E3P708,2021-08-25 10:25:00.21521,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD2BZ6M3JGBJ,2021-08-25 10:25:00.21522,1,0.3,0.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD2BZ6V7V348,2021-08-25 10:25:00.21523,1,0.3,6400.0,N
KPO Cipadu,217652391,PEGADAIAN UPC DAPUR SUSU,RCPD2BZ6VW5NVJ,2021-08-25 10:25:00.21524,1,0.3,6400.0,N
KPO Cipadu,217652391,PEGADAIAN UPC DAPUR SUSU,RCPD2QM416Y67M,2021-08-25 10:25:00.21525,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD2QM41MQEWM,2021-08-25 10:25:00.21526,1,0.3,6400.0,N
KPO Cipadu,217359104,PEGADAIAN UPC KESEHATAN,RCPD2QM41Y9EN5,2021-08-25 10:25:00.21527,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD2QM4515Y7M,2021-08-25 10:25:00.21528,1,0.3,6400.0,N
KPO Cipadu,215388904,PEGADAIAN UPC GRIYA LOKA BSD,RCPD2QM467GPZ0,2021-08-25 10:25:00.21529,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD2QM469BEM5,2021-08-25 10:25:00.21530,1,0.3,6400.0,N
KPO Cipadu,2518619985,PEGADAIAN UPC BOJONGSARI,RCPD2QM46G771M,2021-08-25 10:25:00.21531,1,0.3,6400.0,N
KPO Cipadu,8216291874,BTA 8,RCPD2QM48BD0E5,2021-08-25 10:25:00.21532,1,3.0,165000.0,N
KPO Cipadu,87781241818,LUKMAN,RCPD2QM4JYQ905,2021-08-25 10:25:00.21533,1,0.3,6400.0,N
KPO Cipadu,217359104,PEGADAIAN UPC KESEHATAN,RCPD2QM4PZ6BN5,2021-08-25 10:25:00.21534,1,0.3,6400.0,N
KPO Cipadu,2518619985,PEGADAIAN UPC BOJONGSARI,RCPD2QM4PZW5VM,2021-08-25 10:25:00.21535,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPD2QM4Y75965,2021-08-25 10:25:00.21536,1,0.3,6400.0,N
KPO Cipadu,81212900655,DEWI UMARU,RCPD2QMEKD8D1M,2021-08-25 10:25:00.21537,1,0.3,5600.0,N
KPO Cipadu,81282010973,TOKO BUSANA SAHIRA,RCPD2WM705VN64,2021-08-25 10:25:00.21538,1,3.0,20600.0,N
KPO Cipadu,81289218147,ZHILMA,RCPD2WM758K1Y4,2021-08-25 10:25:00.21539,1,2.0,13700.0,N
KPO Cipadu,81997617016,YAYA COLLECTION,RCPD2WM75GKK1X,2021-08-25 10:25:00.21540,1,9.0,61700.0,N
KPO Cipadu,81282010973,TOKO BUSANA SAHIRA,RCPD2WM75GW3V4,2021-08-25 10:25:00.21541,1,1.0,6900.0,N
KPO Cipadu,81212900655,DEWI UMARU,RCPD2WM75JB664,2021-08-25 10:25:00.21542,1,1.0,13300.0,N
KPO Cipadu,85894562745,NOVELLA AZHAR,RCPD2WM75JPJ3J,2021-08-25 10:25:00.21543,1,0.3,5600.0,N
KPO Cipadu,2518619985,PEGADAIAN UPC BOJONGSARI,RCPD2WMB1V004J,2021-08-25 10:25:00.21544,1,0.3,6400.0,N
KPO Cipadu,217359104,PEGADAIAN UPC KESEHATAN,RCPD2WMB361Q6X,2021-08-25 10:25:00.21545,1,0.3,6400.0,N
KPO Cipadu,215388904,PEGADAIAN UPC GRIYA LOKA BSD,RCPD2WMB361Q9X,2021-08-25 10:25:00.21546,1,0.3,6400.0,N
KPO Cipadu,81212900655,DEWI UMARU,RCPDRPM4J5NYJG,2021-08-25 10:25:00.21547,1,0.3,6200.0,N
KPO Cipadu,215388904,PEGADAIAN UPC GRIYA LOKA BSD,RCPDRPM4KBMP98,2021-08-25 10:25:00.21548,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPDRPM4NMGD1G,2021-08-25 10:25:00.21549,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPDRPM4Y61D3G,2021-08-25 10:25:00.21550,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPDRPM4Z1P7QK,2021-08-25 10:25:00.21551,1,0.3,0.0,N
KPO Cipadu,2173440250,UPS PEGADAIAN PASAR INPRES,RCPDRPMVWG7N0K,2021-08-25 10:25:00.21552,1,0.3,5600.0,N
KPO Cipadu,2174863542,UPC BINTARO SEKTOR 9,RCPDRVM8D059V1,2021-08-25 10:25:00.21553,1,0.3,5600.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPDRVMN19D5V1,2021-08-25 10:25:00.21554,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPDRVMN55Y551,2021-08-25 10:25:00.21555,1,0.3,6400.0,N
KPO Cipadu,217548770,PEGADAIAN UPC LIMO,RCPDRVMN9605WN,2021-08-25 10:25:00.21556,1,0.3,6400.0,N
KPO Cipadu,217652391,PEGADAIAN UPC DAPUR SUSU,RCPDRVMNEG0WEN,2021-08-25 10:25:00.21557,1,0.3,6400.0,N
KPO Cipadu,2173887910,PEGADAIAN UPC PAHLAWAN,RCPDRVMNEWK30D,2021-08-25 10:25:00.21558,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPDRVMNK09EJD,2021-08-25 10:25:00.21559,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPDRVMNK6Q8MN,2021-08-25 10:25:00.21560,1,0.3,6400.0,N
KPO Cipadu,217292668,PEGADIAN UPC PENINGGARAN,RCPDRVMNQE4QMN,2021-08-25 10:25:00.21561,1,0.3,6400.0,N
KPO Cipadu,2518619985,PEGADAIAN UPC BOJONGSARI,RCPDRVMNQN8WBN,2021-08-25 10:25:00.21562,1,0.3,6400.0,N
KPO Cipadu,217292668,PEGADIAN UPC PENINGGARAN,RCPDRVMNQNBD51,2021-08-25 10:25:00.21563,1,0.3,6400.0,N
KPO Cipadu,818290212,AI DEWANTI,RCPDRVMNQZXMWN,2021-08-25 10:25:00.21564,1,1.0,157500.0,N
KPO Cipadu,217548770,PEGADAIAN UPC LIMO,RCPDRZ1348689B,2021-08-25 10:25:00.21565,1,0.3,34000.0,N
KPO Cipadu,2518619985,PEGADAIAN UPC BOJONGSARI,RCPDRZ134WGDJ7,2021-08-25 10:25:00.21566,1,0.3,6400.0,N
KPO Cipadu,2174863542,PEGADAIAN UPC BINTARO SEKTOR 9,RCPDRZ13JYWP9B,2021-08-25 10:25:00.21567,1,0.3,0.0,N
KPO Cipadu,215388904,PEGADAIAN UPC GRIYA LOKA BSD,RCPDRZ13VX1WQV,2021-08-25 10:25:00.21568,1,0.3,6400.0,N
KPO Cipadu,217359104,PEGADAIAN UPC KESEHATAN,RCPDRZ13VYPK5B,2021-08-25 10:25:00.21569,1,0.3,6400.0,N
KPO Cipadu,217652391,PEGADAIAN UPC DAPUR SUSU,RCPDRZ13XDKKQ7,2021-08-25 10:25:00.21570,1,0.3,6400.0,N
KPO Cipadu,2518619985,PEGADAIAN UPC BOJONGSARI,RCPDRZ13XNQE6V,2021-08-25 10:25:00.21571,1,0.3,6400.0,N
KPO Cipayung,85921410620,Aries Setiawan,RCPY2119E53ZXQ,2021-08-25 10:25:00.21572,1,0.3,5600.0,N
KPO Cipayung,2184903550,PEGADAIAN UPC JATIWARINGIN,RCPY2119EJBJWQ,2021-08-25 10:25:00.21573,1,0.3,0.0,N
KPO Cipayung,83890679621,DARI KAKA GSM,RCPY2119EJK889,2021-08-25 10:25:00.21574,1,2.0,0.0,N
KPO Cipayung,2187791236,PEGADAIAN UPC LUBANG BUAYA,RCPY2119EJK8G9,2021-08-25 10:25:00.21575,1,0.3,0.0,N
KPO Cipayung,2187791236,PEGADAIAN UPC LUBANG BUAYA,RCPY2119EN6X9M,2021-08-25 10:25:00.21576,1,0.3,5600.0,N
KPO Cipayung,2187791236,PEGADAIAN UPC LUBANG BUAYA,RCPY2119EN6XKM,2021-08-25 10:25:00.21577,1,0.3,5600.0,N
KPO Cipayung,81291399009,PEGADAIAN CAB JATIWARINGIN,RCPY2119ENV41Q,2021-08-25 10:25:00.21578,1,0.3,5600.0,N
KPO Cipayung,2184996542,PEGADAIAN CAB JATIWARINGIN,RCPY2119EQYE4Q,2021-08-25 10:25:00.21579,1,0.3,0.0,N
KPO Cipayung,2184970718,PEGADAIAN UPC JATIMAKMUR,RCPY2119EQYQYQ,2021-08-25 10:25:00.21580,1,0.3,0.0,N
KPO Cipayung,2184970718,PEGADAIAN UPC JATIMAKMUR,RCPY2119EV9VYQ,2021-08-25 10:25:00.21581,1,0.3,5600.0,N
KPO Cipayung,85100119851,CABANG PONDOK GEDE,RCPY2119EVB36M,2021-08-25 10:25:00.21582,1,0.3,5600.0,N
KPO Cipayung,85100119851,CABANG PONDOK GEDE,RCPY2119EVB3WM,2021-08-25 10:25:00.21583,1,0.3,5600.0,N
KPO Cipayung,2184970718,PEGADAIAN UPC JATIMAKMUR,RCPY2119EXZGNQ,2021-08-25 10:25:00.21584,1,0.3,5600.0,N
KPO Cipayung,1,ittest,RCPY2119EY17Z9,2021-08-25 10:25:00.21585,1,1.0,17900.0,N
KPO Cipayung,85277477200,FATRIA,RCPY2119YEZ70Q,2021-08-25 10:25:00.21586,1,1.0,0.0,N
KPO Cipayung,2197914107,PEGADAIAN UPC PGC,RCPY2119YQJZM9,2021-08-25 10:25:00.21587,1,0.3,0.0,N
KPO Cipayung,2197914628,PEGADAIAN UPC TAMINI SQUARE,RCPY2119YQJZZ5,2021-08-25 10:25:00.21588,1,0.3,0.0,N
KPO Cipayung,2184901904,PEGADAIAN UPC JATICEMPAKA,RCPY2119YY4DVM,2021-08-25 10:25:00.21589,1,0.3,0.0,N
KPO Cipayung,218092590,PEGADAIAN CABANG KRAMAT JATI,RCPY2119YYD9BQ,2021-08-25 10:25:00.21590,1,0.3,0.0,N
KPO Cipayung,85221750226,H ENCE SUNARYA HJ EMPONG,RCPY2119YYD9DQ,2021-08-25 10:25:00.21591,1,0.3,0.0,N
KPO Cipayung,2187791236,PEGADAIAN UPC LUBANG BUAYA,RCPY211K485WBM,2021-08-25 10:25:00.21592,1,0.3,0.0,N
KPO Cipayung,2197914628,PEGADAIAN UPC TAMINI SQUARE,RCPY211K485WDM,2021-08-25 10:25:00.21593,1,0.3,0.0,N
KPO Cipayung,2187791236,PEGADAIAN UPC LUBANG BUAYA,RCPY211K485WMM,2021-08-25 10:25:00.21594,1,0.3,0.0,N
KPO Cipayung,85100119851,CABANG PONDOK GEDE,RCPY211K4GNPGM,2021-08-25 10:25:00.21595,1,0.3,5600.0,N
KPO Cipayung,2184996542,PEGADAIAN CAB JATIWARINGIN,RCPY211K4P078Z,2021-08-25 10:25:00.21596,1,0.3,5600.0,N
KPO Cipayung,2184996542,PEGADAIAN CAB JATIWARINGIN,RCPY211K4P0JYM,2021-08-25 10:25:00.21597,1,0.3,5600.0,N
KPO Cipayung,2184996542,PEGADAIAN UPC JATIWARINGIN RAYA,RCPY211K4P78WQ,2021-08-25 10:25:00.21598,1,0.3,5600.0,N
KPO Cipayung,21847183,Bruno,RCPY211K819M99,2021-08-25 10:25:00.21599,1,1.0,9800.0,Y
KPO Cipayung,81382070920,MERRY DIANA,RCPY211K833KKQ,2021-08-25 10:25:00.21600,1,1.0,6900.0,N
KPO Cipayung,2137119851,PEGADAIAN PONDOK GEDE PLAZA,RCPY211K86X0MQ,2021-08-25 10:25:00.21601,1,0.3,5600.0,N
KPO Cipayung,218092590,PEGADAIAN CABANG KRAMAT JATI,RCPY211K8BYG3Q,2021-08-25 10:25:00.21602,1,0.3,6200.0,N
KPO Cipayung,2184903550,PEGADAIAN UPC JATIWARINGIN,RCPY211K8ZVM4Q,2021-08-25 10:25:00.21603,1,0.3,5600.0,N
KPO Cipayung,2126274715,PEGADAIAN LUBANG BUAYA,RCPY211KG0046M,2021-08-25 10:25:00.21604,1,0.3,6400.0,N
KPO Cipayung,2137119851,PEGADAIAN PONDOK GEDE PLAZA,RCPY211KGKDWGM,2021-08-25 10:25:00.21605,1,0.3,6400.0,N
KPO Cipayung,2137119851,PEGADAIAN PONDOK GEDE PLAZA,RCPY211KGKDWPM,2021-08-25 10:25:00.21606,1,0.3,6400.0,N
KPO Cipayung,81902129909,AYU LARA,RCPY211KGKQQB9,2021-08-25 10:25:00.21607,1,1.0,7800.0,N
KPO Cipayung,2187786219,PEGADAIAN UPC Kp TENGAH,RCPY211KGWVKXM,2021-08-25 10:25:00.21608,1,0.3,6400.0,N
KPO Cipayung,2184903547,PT.PEGADAIAN UPC GAMPRIT,RCPY211KGWY7BQ,2021-08-25 10:25:00.21609,1,0.3,6400.0,N
KPO Cipayung,213155550,PEGADAIAN UPC PGC,RCPY211KGWY7DQ,2021-08-25 10:25:00.21610,1,0.3,6400.0,N
KPO Cipayung,85100401693,PEGADAIAN UPC PINANG RANTI,RCPY211KGZXQEM,2021-08-25 10:25:00.21611,1,0.3,6400.0,N
KPO Cipayung,81808818980,RISTA,RCPY211KGZXQQM,2021-08-25 10:25:00.21612,1,3.0,23500.0,N
KPO Cipayung,2184996542,PEGADAIAN CP JATIWARINGIN,RCPY211KP5W3GM,2021-08-25 10:25:00.21613,1,0.6,6400.0,N
KPO Cipayung,2184996542,PEGADAIAN CP JATIWARINGIN,RCPY211KPE9WW9,2021-08-25 10:25:00.21614,1,0.3,6400.0,N
KPO Cipayung,2197914628,PEGADAIAN UPC TAMINI SQUARE,RCPY211KPJ7DE9,2021-08-25 10:25:00.21615,1,0.3,6400.0,N
KPO Cipayung,2184996542,PEGADAIAN CP JATIWARINGIN,RCPY211KPNEBYQ,2021-08-25 10:25:00.21616,1,0.3,6400.0,N
KPO Cipayung,2184996542,PEGADAIAN CP JATIWARINGIN,RCPY211KPNED4Q,2021-08-25 10:25:00.21617,1,0.3,6800.0,N
KPO Cipayung,2184903547,PT.PEGADAIAN UPC GAMPRIT,RCPY211KPQ8B6M,2021-08-25 10:25:00.21618,1,0.3,6400.0,N
KPO Cipayung,8111,ITTEST,RCPY211KZQWB89,2021-08-25 10:25:00.21619,1,1.0,7800.0,Y
KPO Cipayung,2187791236,PEGADAIAN UPC LUBANG BUAYA,RCPY2451QJBMPW,2021-08-25 10:25:00.21620,1,0.3,0.0,N
KPO Cipayung,2137119851,PEGADAIAN PONDOK GEDE PLAZA,RCPY2451QZMK1M,2021-08-25 10:25:00.21621,1,0.3,0.0,N
KPO Cipayung,2137119851,PEGADAIAN PONDOK GEDE PLAZA,RCPY2451QZMK4M,2021-08-25 10:25:00.21622,1,0.3,0.0,N
KPO Cipayung,2184996542,PEGADAIAN CAB JATIWARINGIN,RCPY2451Z05580,2021-08-25 10:25:00.21623,1,0.3,5600.0,N
KPO Cipayung,2184970718,PEGADAIAN UPC JATIMAKMUR,RCPY2451Z7M3XM,2021-08-25 10:25:00.21624,1,0.3,5600.0,N
KPO Cipayung,2187791236,PEGADAIAN UPC LUBANG BUAYA,RCPY2451ZB6WGW,2021-08-25 10:25:00.21625,1,0.3,0.0,N
KPO Cipayung,2184903550,PEGADAIAN UPC JATIWARINGIN,RCPY2451ZBEB4M,2021-08-25 10:25:00.21626,1,0.3,0.0,N
